slug	name	catalogue_status	death_year_before	death_year_after	result	checked_at	ndl_query_url	ndl_hit_count	web_queries	evidence_urls	note
p-1ixvufv	菅原 進	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E8%8F%85%E5%8E%9F%E9%80%B2&g=personalNames&num=100	6	"""菅原進"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1j8u2n8	上武 和臣	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%B8%8A%E6%AD%A6%E5%92%8C%E8%87%A3&g=personalNames&num=100	0	"""上武和臣"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1jj1xvq	三浦 亜耶	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%B8%89%E6%B5%A6%E4%BA%9C%E8%80%B6&g=personalNames&num=100	0	"""三浦亜耶"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1jwkn23	岩佐 奈々子	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B2%A9%E4%BD%90%E5%A5%88%E3%80%85%E5%AD%90&g=personalNames&num=100	0	"""岩佐奈々子"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1kl2r4i	中澤 道三	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%B8%AD%E6%BE%A4%E9%81%93%E4%B8%89&g=personalNames&num=100	1	"""中澤道三"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1ktul8c	岡本 武雄	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B2%A1%E6%9C%AC%E6%AD%A6%E9%9B%84&g=personalNames&num=100	2	"""岡本武雄"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1kxg80o	槻舘 尚武	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%A7%BB%E8%88%98%E5%B0%9A%E6%AD%A6&g=personalNames&num=100	0	"""槻舘尚武"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1l86b0i	鈴木 仁	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%88%B4%E6%9C%A8%E4%BB%81&g=personalNames&num=100	23	"""鈴木仁"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1l8orb9	鈴木明世	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%88%B4%E6%9C%A8%E6%98%8E%E4%B8%96&g=personalNames&num=100	0	"""鈴木明世"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1lf7xk2	中田 恭平	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%B8%AD%E7%94%B0%E6%81%AD%E5%B9%B3&g=personalNames&num=100	0	"""中田恭平"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1lg7zk7	中畠 孝幸	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%B8%AD%E7%95%A0%E5%AD%9D%E5%B9%B8&g=personalNames&num=100	0	"""中畠孝幸"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1llynl7	長井 博	active			death_unconfirmed_identity_review	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%95%B7%E4%BA%95%E5%8D%9A&g=personalNames&num=100	2	"""長井博"" (訃報 OR 死去 OR 逝去 OR 生没年)"		NDL00137684の1943年生の著者。1930–2024年の映画関係者と区別。
p-1lodgy3	長崎 郁	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%95%B7%E5%B4%8E%E9%83%81&g=personalNames&num=100	1	"""長崎郁"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1m0sbcb	山田 祥一	active			death_unconfirmed_identity_review	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B1%B1%E7%94%B0%E7%A5%A5%E4%B8%80&g=personalNames&num=100	2	"""山田祥一"" (訃報 OR 死去 OR 逝去 OR 生没年)"		言語学の2008年発表記録あり。1931–2003年の同名英文学者と区別。
p-1m0sdnz	山田 秀三	merged	1992	1992	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B1%B1%E7%94%B0%E7%A7%80%E4%B8%89&g=personalNames&num=100	4		https://www.wikidata.org/wiki/Q11470585	—
p-1mjn4tu	高柳 茂	active			death_unconfirmed_identity_review	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%AB%98%E6%9F%B3%E8%8C%82&g=personalNames&num=100	3	"""高柳茂"" (訃報 OR 死去 OR 逝去 OR 生没年)"		地理学関係著作。1926–2014年の哲学者・将積茂との同一性を確認できず。
p-1mxux2y	豊岡 喜一郎	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E8%B1%8A%E5%B2%A1%E5%96%9C%E4%B8%80%E9%83%8E&g=personalNames&num=100	0	"""豊岡喜一郎"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1myvkr1	山辺 安之助	merged	1923	1923	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B1%B1%E8%BE%BA%E5%AE%89%E4%B9%8B%E5%8A%A9&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q11470984	—
p-1n213a8	寺田 吉孝[訳]	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%AF%BA%E7%94%B0%E5%90%89%E5%AD%9D%5B%E8%A8%B3%5D&g=personalNames&num=100	0	"""寺田吉孝[訳]"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1n77u3o	川上 将史	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B7%9D%E4%B8%8A%E5%B0%86%E5%8F%B2&g=personalNames&num=100	0	"""川上将史"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1nen1vw	島津 礼子	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B3%B6%E6%B4%A5%E7%A4%BC%E5%AD%90&g=personalNames&num=100	0	"""島津礼子"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1nkxafa	佐川 年秀	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BD%90%E5%B7%9D%E5%B9%B4%E7%A7%80&g=personalNames&num=100	1	"""佐川年秀"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1nliw67	小谷 凱宣	active		2019	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B0%8F%E8%B0%B7%E5%87%B1%E5%AE%A3&g=personalNames&num=100	1	"""小谷凱宣"" (訃報 OR 死去 OR 逝去 OR 生没年)"	https://id.ndl.go.jp/auth/ndlna/00121713	—
p-1nobjlt	木名瀬 高嗣	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9C%A8%E5%90%8D%E7%80%AC%E9%AB%98%E5%97%A3&g=personalNames&num=100	1	"""木名瀬高嗣"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1o7hzxb	長田 祐季	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%95%B7%E7%94%B0%E7%A5%90%E5%AD%A3&g=personalNames&num=100	0	"""長田祐季"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1omusa0	島田 静雄	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B3%B6%E7%94%B0%E9%9D%99%E9%9B%84&g=personalNames&num=100	1	"""島田静雄"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1oqavzn	金沢 庄三郎	merged	1967	1967	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%87%91%E6%B2%A2%E5%BA%84%E4%B8%89%E9%83%8E&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q11647465	—
p-1owqqtz	井上 善十郎	active		1961	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BA%95%E4%B8%8A%E5%96%84%E5%8D%81%E9%83%8E&g=personalNames&num=100	1	"""井上善十郎"" (訃報 OR 死去 OR 逝去 OR 生没年)"	https://id.ndl.go.jp/auth/ndlna/00019923	—
p-1p39exq	上野 愛理	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%B8%8A%E9%87%8E%E6%84%9B%E7%90%86&g=personalNames&num=100	0	"""上野愛理"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1p7zrli	仙石 裕子	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BB%99%E7%9F%B3%E8%A3%95%E5%AD%90&g=personalNames&num=100	0	"""仙石裕子"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1p89kig	坂田 亜里沙	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%9D%82%E7%94%B0%E4%BA%9C%E9%87%8C%E6%B2%99&g=personalNames&num=100	0	"""坂田亜里沙"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1prw9wa	中野 克良	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%B8%AD%E9%87%8E%E5%85%8B%E8%89%AF&g=personalNames&num=100	0	"""中野克良"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1pt2eas	村﨑 恭子	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9D%91%EF%A8%91%E6%81%AD%E5%AD%90&g=personalNames&num=100	1	"""村﨑恭子"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1pw3zjc	伊藤 初太郎	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BC%8A%E8%97%A4%E5%88%9D%E5%A4%AA%E9%83%8E&g=personalNames&num=100	0	"""伊藤初太郎"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1q8kgfm	帝国学士院	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B8%9D%E5%9B%BD%E5%AD%A6%E5%A3%AB%E9%99%A2&g=personalNames&num=100	0	"""帝国学士院"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1qevig6	寺本 千名夫	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%AF%BA%E6%9C%AC%E5%8D%83%E5%90%8D%E5%A4%AB&g=personalNames&num=100	1	"""寺本千名夫"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1qsdo77	二谷 国松	active		1960	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BA%8C%E8%B0%B7%E5%9B%BD%E6%9D%BE&g=personalNames&num=100	1	"""二谷国松"" (訃報 OR 死去 OR 逝去 OR 生没年)"	https://id.ndl.go.jp/auth/ndlna/001202351	—
p-1r1lqct	川村 久恵	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B7%9D%E6%9D%91%E4%B9%85%E6%81%B5&g=personalNames&num=100	0	"""川村久恵"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1r1qwie	川村 正一	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B7%9D%E6%9D%91%E6%AD%A3%E4%B8%80&g=personalNames&num=100	2	"""川村正一"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1r6enj9	岡部 方幾	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B2%A1%E9%83%A8%E6%96%B9%E5%B9%BE&g=personalNames&num=100	0	"""岡部方幾"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1rc07us	高倉 新一郎	merged	1990	1990	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%AB%98%E5%80%89%E6%96%B0%E4%B8%80%E9%83%8E&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q11668777	—
p-1ril0bu	河原 達也	merged			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%B2%B3%E5%8E%9F%E9%81%94%E4%B9%9F&g=personalNames&num=100	2	"""河原達也"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1s1xuvx	河野 本道選	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%B2%B3%E9%87%8E%E6%9C%AC%E9%81%93%E9%81%B8&g=personalNames&num=100	0	"""河野本道選"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1t0p9g6	平賀 エテノア	active		1960	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B9%B3%E8%B3%80%E3%82%A8%E3%83%86%E3%83%8E%E3%82%A2&g=personalNames&num=100	1	"""平賀エテノア"" (訃報 OR 死去 OR 逝去 OR 生没年)"	https://id.ndl.go.jp/auth/ndlna/001202349	—
p-1to67i7	佐藤 忠悦	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BD%90%E8%97%A4%E5%BF%A0%E6%82%A6&g=personalNames&num=100	1	"""佐藤忠悦"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1toajjl	佐藤 知巳	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BD%90%E8%97%A4%E7%9F%A5%E5%B7%B3&g=personalNames&num=100	2	"""佐藤知巳"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1vdwlmy	青木 愛子	active		1995	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%9D%92%E6%9C%A8%E6%84%9B%E5%AD%90&g=personalNames&num=100	1	"""青木愛子"" (訃報 OR 死去 OR 逝去 OR 生没年)"	https://id.ndl.go.jp/auth/ndlna/00136781	—
p-1ve2u2k	青木 茂治	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%9D%92%E6%9C%A8%E8%8C%82%E6%B2%BB&g=personalNames&num=100	1	"""青木茂治"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1vg5icr	西島 てる	active	1988	1988	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E8%A5%BF%E5%B3%B6%E3%81%A6%E3%82%8B&g=personalNames&num=100	0		https://ainu-center.hm.pref.hokkaido.lg.jp/kankou/kiyou/pdf/kiyou11-04.pdf	—
p-1w11480	浜守 杏奈	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%B5%9C%E5%AE%88%E6%9D%8F%E5%A5%88&g=personalNames&num=100	0	"""浜守杏奈"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1wrm8x0	立石 信一	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%AB%8B%E7%9F%B3%E4%BF%A1%E4%B8%80&g=personalNames&num=100	0	"""立石信一"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1wrmcss	立石 久雄	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%AB%8B%E7%9F%B3%E4%B9%85%E9%9B%84&g=personalNames&num=100	1	"""立石久雄"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1x34rk8	Сэцухико ЯСУДА	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%D0%A1%D1%8D%D1%86%D1%83%D1%85%D0%B8%D0%BA%D0%BE%20%D0%AF%D0%A1%D0%A3%D0%94%D0%90&g=personalNames&num=100	0	"""Сэцухико ЯСУДА"" (obituary OR died OR ""passed away"")"		—
p-1xtz98	河野 広道	merged	1963	1963	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%B2%B3%E9%87%8E%E5%BA%83%E9%81%93&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q5770576	—
p-1y2rjz2	Валиев Джамшед Абдурасулович	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%D0%92%D0%B0%D0%BB%D0%B8%D0%B5%D0%B2%20%D0%94%D0%B6%D0%B0%D0%BC%D1%88%D0%B5%D0%B4%20%D0%90%D0%B1%D0%B4%D1%83%D1%80%D0%B0%D1%81%D1%83%D0%BB%D0%BE%D0%B2%D0%B8%D1%87&g=personalNames&num=100	0	"""Валиев Джамшед Абдурасулович"" (obituary OR died OR ""passed away"")"		—
p-1yumqo7	津田 命子	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%B4%A5%E7%94%B0%E5%91%BD%E5%AD%90&g=personalNames&num=100	1	"""津田命子"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-30hnss	クライナー ヨーゼフ	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E3%82%AF%E3%83%A9%E3%82%A4%E3%83%8A%E3%83%BC%20%E3%83%A8%E3%83%BC%E3%82%BC%E3%83%95&g=personalNames&num=100	1	"""クライナーヨーゼフ"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-33mypx	モコットゥナㇱ	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E3%83%A2%E3%82%B3%E3%83%83%E3%83%88%E3%82%A5%E3%83%8A%E3%87%B1&g=personalNames&num=100	2	"""モコットゥナㇱ"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-34nem	倉重 裕美	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%80%89%E9%87%8D%E8%A3%95%E7%BE%8E&g=personalNames&num=100	0	"""倉重裕美"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-3kz7ca	南 収	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%8D%97%E5%8F%8E&g=personalNames&num=100	0	"""南収"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-3u7nms	袖上生	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E8%A2%96%E4%B8%8A%E7%94%9F&g=personalNames&num=100	0	"""袖上生"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-3x3ob	北原	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%8C%97%E5%8E%9F&g=personalNames&num=100	100	"""北原"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-6ghjis	北原次郎太	merged			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%8C%97%E5%8E%9F%E6%AC%A1%E9%83%8E%E5%A4%AA&g=personalNames&num=100	2	"""北原次郎太"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-6yv07m	Гафорова Тахмина Сатторовна	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%D0%93%D0%B0%D1%84%D0%BE%D1%80%D0%BE%D0%B2%D0%B0%20%D0%A2%D0%B0%D1%85%D0%BC%D0%B8%D0%BD%D0%B0%20%D0%A1%D0%B0%D1%82%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%BD%D0%B0&g=personalNames&num=100	0	"""Гафорова Тахмина Сатторовна"" (obituary OR died OR ""passed away"")"		—
p-70s9t4	八重 九郎	active		1978	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%85%AB%E9%87%8D%E4%B9%9D%E9%83%8E&g=personalNames&num=100	0	"""八重九郎"" (訃報 OR 死去 OR 逝去 OR 生没年)"	https://www.hm.pref.hokkaido.lg.jp/wp-content/uploads/2025/01/bulletin_ACRC_vol7_04_p051_071.pdf | https://library.gpwu.ac.jp/opac/library?func=function.opacsch.toshoshozodsp&shoshino=1000004312&shoshisbt=1	—
p-73vdv3	前田 耕司	merged			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%89%8D%E7%94%B0%E8%80%95%E5%8F%B8&g=personalNames&num=100	1	"""前田耕司"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-754y3m	小林 房太郎	active		1937	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B0%8F%E6%9E%97%E6%88%BF%E5%A4%AA%E9%83%8E&g=personalNames&num=100	1	"""小林房太郎"" (訃報 OR 死去 OR 逝去 OR 生没年)"	https://id.ndl.go.jp/auth/ndlna/00033052	—
p-79rn4z	北尾 浩一	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%8C%97%E5%B0%BE%E6%B5%A9%E4%B8%80&g=personalNames&num=100	1	"""北尾浩一"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-7gxsyg	北嶋 由紀	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%8C%97%E5%B6%8B%E7%94%B1%E7%B4%80&g=personalNames&num=100	2	"""北嶋由紀"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-9d1qfm	はまおか のりこ	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E3%81%AF%E3%81%BE%E3%81%8A%E3%81%8B%20%E3%81%AE%E3%82%8A%E3%81%93&g=personalNames&num=100	1	"""はまおかのりこ"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-9u49vf	北洞 孝雄	active			death_unconfirmed_identity_review	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%8C%97%E6%B4%9E%E5%AD%9D%E9%9B%84&g=personalNames&num=100	1	"""北洞孝雄"" (訃報 OR 死去 OR 逝去 OR 生没年)"		元北海道新聞社常務の2013年没を示す追悼サイトあり。一次資料による確認を保留。
p-9v6b8s	Мирниёзов А. К.	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%D0%9C%D0%B8%D1%80%D0%BD%D0%B8%D1%91%D0%B7%D0%BE%D0%B2%20%D0%90.%20%D0%9A.&g=personalNames&num=100	0	"""Мирниёзов А. К."" (obituary OR died OR ""passed away"")"		—
p-a9jl3o	Йоситака ТЭРАДА	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%D0%99%D0%BE%D1%81%D0%B8%D1%82%D0%B0%D0%BA%D0%B0%20%D0%A2%D0%AD%D0%A0%D0%90%D0%94%D0%90&g=personalNames&num=100	0	"""Йоситака ТЭРАДА"" (obituary OR died OR ""passed away"")"		—
p-ay1sl9	飯野 正典	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%A3%AF%E9%87%8E%E6%AD%A3%E5%85%B8&g=personalNames&num=100	1	"""飯野正典"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-b9qpuy	加藤 博文	merged			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%8A%A0%E8%97%A4%E5%8D%9A%E6%96%87&g=personalNames&num=100	1	"""加藤 博文"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""加藤博文"" 訃報 死去"		—
p-bmjmr7	谷本 一之	merged	2009	2009	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E8%B0%B7%E6%9C%AC%E4%B8%80%E4%B9%8B&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q11632936	—
p-bywmz3	Имамбердиева Саломат Менгликуловна	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%D0%98%D0%BC%D0%B0%D0%BC%D0%B1%D0%B5%D1%80%D0%B4%D0%B8%D0%B5%D0%B2%D0%B0%20%D0%A1%D0%B0%D0%BB%D0%BE%D0%BC%D0%B0%D1%82%20%D0%9C%D0%B5%D0%BD%D0%B3%D0%BB%D0%B8%D0%BA%D1%83%D0%BB%D0%BE%D0%B2%D0%BD%D0%B0&g=personalNames&num=100	0	"""Имамбердиева Саломат Менгликуловна"" (obituary OR died OR ""passed away"")"		—
p-c4w1s9	瀬戸 成子	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%80%AC%E6%88%B8%E6%88%90%E5%AD%90&g=personalNames&num=100	0	"""瀬戸成子"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-c4y57k	瀬戸 海惠	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%80%AC%E6%88%B8%E6%B5%B7%E6%83%A0&g=personalNames&num=100	0	"""瀬戸海惠"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-cgadvd	戸川 貴之	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%88%B8%E5%B7%9D%E8%B2%B4%E4%B9%8B&g=personalNames&num=100	0	"""戸川貴之"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-ch68k3	太田マルクオッカイ満	active		2020	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%A4%AA%E7%94%B0%E3%83%9E%E3%83%AB%E3%82%AF%E3%82%AA%E3%83%83%E3%82%AB%E3%82%A4%E6%BA%80&g=personalNames&num=100	0	"""太田マルクオッカイ満"" (訃報 OR 死去 OR 逝去 OR 生没年)"	https://eprints.lib.hokudai.ac.jp/repo/huscap/all/87707/Mitsuru%20Oota_Japanese-Ainu%20Dictionary%28Draft%20Ver.%29_.pdf	—
p-e80k7j	千葉 伸彦	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%8D%83%E8%91%89%E4%BC%B8%E5%BD%A6&g=personalNames&num=100	1	"""千葉伸彦"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-f2z1gj	横山 むつみ	merged	2016	2016	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%A8%AA%E5%B1%B1%E3%82%80%E3%81%A4%E3%81%BF&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q128896159	—
p-f77x97	北道 邦彦	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%8C%97%E9%81%93%E9%82%A6%E5%BD%A6&g=personalNames&num=100	1	"""北道邦彦"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-f7krcf	成田 得平	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%88%90%E7%94%B0%E5%BE%97%E5%B9%B3&g=personalNames&num=100	1	"""成田得平"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-gitgqw	打田 元輝	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%89%93%E7%94%B0%E5%85%83%E8%BC%9D&g=personalNames&num=100	0	"""打田元輝"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-h6ymt5	Каримова Шарифхуджа	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%D0%9A%D0%B0%D1%80%D0%B8%D0%BC%D0%BE%D0%B2%D0%B0%20%D0%A8%D0%B0%D1%80%D0%B8%D1%84%D1%85%D1%83%D0%B4%D0%B6%D0%B0&g=personalNames&num=100	0	"""Каримова Шарифхуджа"" (obituary OR died OR ""passed away"")"		—
